Open.Houses,Change.Date,Change.Type,Photo,MLS,AR,Type,S,Address,City,BR,Baths.FTHQ.,SqFt,LP...SqFt,LP,SP,HOD,Lot.Sz,YB,DOM,latitude,longitude,unit_count
,07/29/2025,Leased,10.0,IV25157856MR,1455,LSE,LD,4524   Donner CT ,MONTCLAIR,2,1.00 (1 0 0 0),977,$2.35,"$2,300","$2,100",,630,1980.0,10,34.0645709,-117.7063577,
,08/31/2025,Leased,26.0,IV25160466MR,1795,LSE,LD,1500   Amsterdam CT ,UPLAND,3,3.00 (2 0 1 0),1504,$2.12,"$3,190","$3,190",,"1,029",2009.0,41,34.1072681,-117.6779243,
,08/24/2025,Leased,34.0,IV25164716MR,1543,LSE,LD,1031  S Palmetto AVE #J8,ONTARIO,2,3.00 (2 0 1 0),1107,$2.30,"$2,550","$2,550",,"1,107",1983.0,26,34.0535325,-117.667562,
,09/05/2025,Leased,18.0,IV25178409MR,1627,LSE,LD,7876   Portola RD ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1037,$2.60,"$2,700","$2,700",,"2,000",1985.0,11,34.1107689,-117.5913333,
,08/28/2025,Leased,15.0,IV25184338MR,1543,LSE,LD,2321  S Magnolia AVE ,ONTARIO,2,3.00 (2 0 1 0),1146,$2.18,"$2,500","$2,500",,"1,146",1983.0,3,34.0317119,-117.6718996,
,09/22/2025,Leased,27.0,IV25194601MR,1627,LSE,LD,8550   San Jacinto CT ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1231,$2.52,"$3,100","$3,100",,"2,000",1987.0,8,34.0983259,-117.619469,
,08/01/2025,Leased,16.0,OC25093303MR,1627,LSE,LD,10541   Wilding DR ,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1443,$2.08,"$3,000","$3,000",,800,2019.0,54,,,
,07/31/2025,Leased,74.0,OC25126718MR,469,LSE,LD,2709   Daybreak LN ,POMONA,2,3.00 (2 0 1 0),1070,$2.76,"$2,950","$3,200",,"28,121",2016.0,27,,,
,07/23/2025,Leased,20.0,OC25129069MR,469,LSE,LD,2734   Valor LN ,POMONA,4,4.00 (3 0 1 0),2110,$2.18,"$4,600","$4,600",,"19,742",2016.0,42,,,
,07/29/2025,Leased,19.0,OC25133908MR,1543,LSE,LD,4199  E Circle Paseo  #204,ONTARIO,2,2.00 (2 0 0 0),956,$3.09,"$2,950","$2,950",,956,2024.0,45,34.0740605,-117.5630694,
,07/05/2025,Leased,61.0,OC25135655MR,487,LSE,LD,115   Fayette CT ,CLAREMONT,3,3.00 (2 0 1 0),1538,$2.21,"$3,400","$3,400",$277.00,"17,049",2023.0,10,,,
,07/14/2025,Leased,9.0,OC25136186MR,469,LSE,LD,165   2nd street ,POMONA,1,1.00 (1 0 0 0),700,$2.79,"$1,950","$2,050",$0.00,"3,000",2020.0,26,34.0579448,-117.7494707,
,07/22/2025,Leased,43.0,OC25156073MR,1627,LSE,LD,11047   Wander Drive ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1002,$2.94,"$2,950","$2,950",$430.00,,2022.0,2,,,
,08/15/2025,Leased,19.0,OC25180248MR,1795,LSE,LD,1651   Coral Bells Place  ,UPLAND,3,3.00 (2 0 1 0),1741,$1.98,"$3,450","$3,450",,,2022.0,5,,,
,08/24/2025,Leased,1.0,OC25189747MR,1627,LSE,LD,8288   Chappellet PL ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),996,$2.11,"$2,100","$2,100",,"1,050",1989.0,3,34.104237,-117.617624,
,07/10/2025,Leased,45.0,P1-22626PF,487,LSE,LD,247   Averett CT ,CLAREMONT,3,3.00 (2 1 0 0),1495,$2.41,"$3,600","$3,600",$0.00,"15,820",2024.0,27,,,
,08/01/2025,Leased,16.0,PW25114200MR,469,LSE,LD,1081  E Grand AVE #20,POMONA,3,3.00 (2 0 1 0),1350,$2.15,"$2,900","$2,900",$0.00,"75,700",1991.0,62,34.0482878,-117.7348367,
,08/29/2025,Leased,11.0,PW25141653MR,1543,LSE,LD,5351  W Maitland ST ,ONTARIO,2,1.00 (1 0 0 0),740,$3.38,"$2,500","$2,500",$0.00,"7,423",1926.0,66,34.053584,-117.6571176,
,09/01/2025,Leased,25.0,PW25166763MR,1795,LSE,LD,1021   Pebble Beach DR ,UPLAND,3,2.00 (2 0 0 0),1575,$2.10,"$3,300","$3,300",,"2,128",1982.0,9,34.1243387,-117.6394049,
,08/31/2025,Leased,38.0,PW25168152MR,1543,LSE,LD,926  W Philadelphia ST #26,ONTARIO,2,3.00 (2 0 1 0),932,$2.47,"$2,300","$2,300",,932,1990.0,13,34.0338166,-117.6660422,
,09/10/2025,Leased,18.0,PW25184471MR,1543,LSE,LD,1939  E Yale ST #17,ONTARIO,2,3.00 (2 0 1 0),1163,$2.24,"$2,600","$2,600",,"1,268",1980.0,10,34.0803747,-117.6102011,
,09/11/2025,Leased,28.0,PW25187449MR,1543,LSE,LD,3028  E Via Fiano  ,ONTARIO,3,3.00 (2 0 1 0),1580,$1.90,"$3,000","$3,000",$170.00,"1,580",2016.0,22,,,
,08/05/2025,Leased,24.0,RS25124499MR,1627,LSE,LD,8653   Calle Del Prado  ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1050,$2.38,"$2,500","$2,100",,"8,100",1976.0,63,34.1185551,-117.6166058,
,07/25/2025,Leased,17.0,SW25129758MR,469,LSE,LD,676   Parkwood LN ,POMONA,3,2.00 (2 0 0 0),1423,$2.04,"$2,900","$2,900",$440.00,"1,733",1978.0,26,34.1100256,-117.7382919,
,07/14/2025,Leased,16.0,TR25090856MR,1543,LSE,LD,1405  N Grove AVE #H,ONTARIO,2,2.00 (2 0 0 0),1000,$2.20,"$2,195","$2,195",$0.00,"17,325",1992.0,77,,,
,08/28/2025,Leased,1.0,TR25093772MR,1543,LSE,LD,1206  S Cypress AVE #B,ONTARIO,3,3.00 (2 0 1 0),1512,$1.85,"$2,800","$2,800",,"1,512",1981.0,121,34.051093,-117.663363,
,08/25/2025,Leased,12.0,TR25099604MR,1795,LSE,LD,2025   Divine Arroyo  ,UPLAND,4,3.00 (3 0 0 0),1970,$1.93,"$3,800","$3,800",,"2,100",2023.0,108,34.1039798,-117.6918148,
,07/22/2025,Leased,23.0,TR25102317MR,469,LSE,LD,961  E Phillips BLVD #6,POMONA,3,3.00 (3 0 0 0),2000,$1.60,"$3,200","$3,300",$0.00,"38,711",2022.0,69,34.0445791,-117.7377296,
,08/15/2025,Leased,27.0,TR25105677MR,1627,LSE,LD,10151   Arrow  #40,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),973,$2.00,"$1,950","$1,950",,973,1986.0,45,34.0991961,-117.5831635,
,07/11/2025,Leased,15.0,TR25112701MR,1795,LSE,LD,384  N 9th AVE ,UPLAND,1,1.00 (1 0 0 0),900,$1.99,"$1,795","$1,795",$0.00,"14,100",1982.0,51,34.0988258,-117.639016,
,07/11/2025,Leased,1.0,TR25114996MR,1627,LSE,LD,11253   Terra Vista  #D,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1417,$2.10,"$2,975","$2,950",,"3,572",1994.0,47,34.1190176,-117.5597357,
,08/11/2025,Leased,49.0,TR25122770MR,1627,LSE,LD,9513   Retreat PL ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1528,$2.39,"$3,650","$3,650",,"1,528",2021.0,16,34.0813546,-117.5626775,
,07/24/2025,Leased,37.0,TR25125979MR,1627,LSE,LD,8542   Cava Dr ,RANCHO CUCAMONGA,4,3.00 (2 0 1 0),1848,$1.81,"$3,350","$3,350",,"2,874",2014.0,47,34.1008237,-117.618179,
,07/25/2025,Leased,17.0,TR25130368MR,1627,LSE,LD,8660   Calle Del Prado  ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),800,$2.94,"$2,350","$2,350",$0.00,"1,000",1976.0,44,34.1187206,-117.6165361,
,07/15/2025,Leased,22.0,TR25132940MR,1627,LSE,LD,9377   Culinary  ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1793,$1.84,"$3,300","$3,300",,"2,000",2013.0,25,34.0836597,-117.5962954,
,08/09/2025,Leased,7.0,TR25138390MR,469,LSE,LD,648   Abbey LN ,POMONA,2,1.00 (1 0 0 0),850,$2.59,"$2,200","$2,200",$0.00,"7,809",1962.0,49,34.0657096,-117.7217496,
,08/26/2025,Leased,7.0,TR25138555MR,469,LSE,LD,964  E 7th ST ,POMONA,1,1.00 (0 1 0 0),750,$2.47,"$1,850","$1,850",$0.00,"13,094",1946.0,63,34.053517,-117.7376724,
,07/23/2025,Leased,30.0,TR25143075MR,1627,LSE,LD,8054   Cresta Bella RD ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1898,$1.69,"$3,200","$3,200",,"2,000",2014.0,28,34.1075953,-117.6145393,
,08/04/2025,Leased,35.0,TR25143079MR,1627,LSE,LD,9870   Paloma  ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1480,$1.99,"$2,950","$2,950",,"2,000",1984.0,36,34.1104231,-117.5897177,
,09/05/2025,Leased,10.0,TR25143129MR,1795,LSE,LD,1439   Prairie Rose Lane ,UPLAND,3,3.00 (2 0 1 0),1572,$2.04,"$3,200","$3,200",,,2024.0,68,,,
,08/05/2025,Leased,18.0,TR25143989MR,1543,LSE,LD,1405  N Grove AVE #A,ONTARIO,2,2.00 (2 0 0 0),1000,$2.20,"$2,195","$2,195",$0.00,"17,325",1992.0,35,,,
,07/10/2025,Leased,17.0,TR25144036MR,1543,LSE,LD,1026  W Granada CT #7,ONTARIO,1,1.00 (1 0 0 0),1000,$1.60,"$1,595","$1,595",$0.00,"24,160",1959.0,11,34.0734246,-117.6674718,
,08/16/2025,Leased,35.0,TR25146088MR,1795,LSE,LD,189   Olive AVE ,UPLAND,2,3.00 (3 0 0 0),1365,$2.20,"$3,000","$2,950",,672,2015.0,42,34.0939817,-117.6442723,
,07/25/2025,Leased,26.0,TR25153888MR,469,LSE,LD,960  E Bonita AVE #58,POMONA,2,2.00 (2 0 0 0),955,$2.40,"$2,295","$2,295",,"354,990",1979.0,12,34.0960889,-117.7338404,
,08/18/2025,Leased,26.0,TR25158706MR,1627,LSE,LD,7386   Greenhaven Ave #40  ,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1400,$2.07,"$2,900","$2,900",$0.00,"3,000",1977.0,32,34.1198129,-117.5745364,
,08/29/2025,Leased,17.0,TR25163197MR,1543,LSE,LD,1016  W El Morado CT #C,ONTARIO,2,1.00 (1 0 0 0),900,$2.42,"$2,180","$25,200",$0.00,"8,778",1962.0,40,34.0715957,-117.6672631,
,08/12/2025,Leased,31.0,TR25166747MR,469,LSE,LD,1413   Girona DR ,POMONA,4,3.00 (3 0 0 0),1775,$2.20,"$3,900","$3,900",,"24,476",2018.0,19,,,
,08/26/2025,Leased,27.0,TR25167972MR,1455,LSE,LD,9384   Round Up DR #F,MONTCLAIR,2,2.00 (1 0 1 0),1065,$2.44,"$2,600","$2,450",,925,1980.0,27,,,
,08/07/2025,Leased,17.0,TR25168045MR,1543,LSE,LD,937  E Deodar ST #6,ONTARIO,2,2.00 (2 0 0 0),1000,$2.20,"$2,195","$2,195",$0.00,"22,081",1992.0,6,34.0863396,-117.6352367,
,08/30/2025,Leased,10.0,TR25168622MR,1543,LSE,LD,2046  S Bon View AVE #G,ONTARIO,3,3.00 (2 0 1 0),1460,$1.88,"$2,750","$2,750",,"4,000",1983.0,28,34.0364215,-117.6373234,
,08/21/2025,Leased,15.0,TR25172723MR,1543,LSE,LD,1016  W El Morado CT #A,ONTARIO,2,2.00 (2 0 0 0),900,$2.33,"$2,100","$2,050",$0.00,"8,778",1962.0,21,34.0715957,-117.6672631,
,08/19/2025,Leased,16.0,TR25172759MR,1543,LSE,LD,1016  W El Morado CT #B,ONTARIO,2,1.00 (1 0 0 0),860,$2.33,"$2,000","$2,000",$0.00,"8,778",1962.0,18,34.0715957,-117.6672631,
,08/12/2025,Leased,1.0,TR25173917MR,1543,LSE,LD,2321  S Magnolia AVE #6E,ONTARIO,2,3.00 (2 0 1 0),1146,$2.09,"$2,395","$2,395",,"1,146",1982.0,0,34.0317119,-117.6718996,
,09/05/2025,Leased,1.0,TR25175445MR,1627,LSE,LD,9690   Aire PL ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1002,$3.09,"$3,100","$3,000",,,2022.0,24,34.078383,-117.5653026,
,09/07/2025,Leased,8.0,TR25176111MR,469,LSE,LD,687   Karesh AVE #5,POMONA,2,1.00 (1 0 0 0),650,$3.08,"$2,000","$1,900",$0.00,"7,215",1960.0,32,34.0655455,-117.7229699,
,08/30/2025,Leased,18.0,TR25176900MR,1543,LSE,LD,1726  E G  #A,ONTARIO,2,3.00 (2 0 1 0),1111,$2.21,"$2,450","$2,450",,"1,250",1984.0,19,34.0706286,-117.6151582,
,08/19/2025,Leased,26.0,TR25178181MR,469,LSE,LD,960  E Bonita AVE #58,POMONA,2,2.00 (2 0 0 0),955,$2.40,"$2,295","$2,295",,"354,990",1979.0,10,34.0960889,-117.7338404,
,08/30/2025,Leased,11.0,TR25186574MR,469,LSE,LD,921  E Sixth ST ,POMONA,2,1.00 (1 0 0 0),550,$3.64,"$2,000","$2,000",$0.00,"7,000",2025.0,7,34.01501119699593,-117.4540124037188,
,09/23/2025,Leased,1.0,TR25187888MR,469,LSE,LD,1523   Ledgestone LN ,POMONA,3,3.00 (3 0 0 0),1616,$1.73,"$2,800","$2,800",$0.00,"38,325",2006.0,20,34.07925,-117.72025,
,07/13/2025,Leased,1.0,WS25122025MR,469,LSE,LD,102   Hudson  ,POMONA,4,4.00 (3 0 1 0),1631,$2.15,"$3,500","$3,500",,,2025.0,0,,,
,09/12/2025,Leased,15.0,WS25139434MR,1543,LSE,LD,3513   Indigo privado  ,ONTARIO,3,4.00 (1 1 2 0),1645,$2.28,"$3,750","$3,750",,,2025.0,31,,,
,09/12/2025,Leased,15.0,WS25147908MR,1543,LSE,LD,3525   Indigo privado  ,ONTARIO,3,3.00 (1 1 1 0),1645,$2.28,"$3,750","$3,750",,,2025.0,23,,,
,09/12/2025,Leased,12.0,WS25152138MR,1627,LSE,LD,8863   San Bernardino RD #3,RANCHO CUCAMONGA,2,1.00 (1 0 0 0),850,$2.53,"$2,150","$2,150",$0.00,"9,600",1966.0,48,34.1089398,-117.6116587,
,08/27/2025,Leased,9.0,WS25155333MR,1627,LSE,LD,8863   San Bernardino RD #5,RANCHO CUCAMONGA,0,1.00 (1 0 0 0),200,$8,"$1,600","$1,600",$0.00,"9,600",1966.0,26,34.1089398,-117.6116587,
,09/23/2025,Leased,18.0,WS25178703MR,487,LSE,LD,613  S Indian Hill BLVD #A,CLAREMONT,2,2.00 (2 0 0 0),1088,$2.48,"$2,700","$2,700",,"2,224",1962.0,32,34.0845549,-117.7190999,
,05/01/2018,Leased,21.0,18-321558,1627,LSE,LD,8039   CITY VIEW PL ,RANCHO CUCAMONGA,3,4.00 (3 0 1 0),1769,$1.41,"$2,500","$2,500",,"2,000",2013.0,41,34.1079142,-117.6138649,
,11/26/2018,Leased,25.0,18-400604,469,LSE,LD,2860   CEDAR LN ,POMONA,3,4.00 (3 0 1 0),1750,$1.49,"$2,600","$2,500",,"31,021",2018.0,32,,,
,02/05/2019,Leased,24.0,19-420180,1795,LSE,LD,851   PEBBLE BEACH DR ,UPLAND,2,2.00 (2 0 0 0),1390,$1.73,"$2,400","$2,350",,"1,909",1982.0,29,34.124803,-117.6413732,
,04/24/2019,Leased,14.0,19-449794,1795,LSE,LD,864   PEBBLE BEACH DR ,UPLAND,3,2.00 (2 0 0 0),1575,$1.56,"$2,450","$2,450",,"2,128",1982.0,15,34.1248566,-117.6409986,
,07/28/2021,Leased,55.0,511061MR,1795,LSE,LD,756   Central AVE ,UPLAND,3,4.00 (3 0 1 0),2279,$1.18,"$2,700","$2,550",,,2018.0,42,34.102602,-117.6895619,
,04/09/2020,Leased,27.0,817003024PF,1627,LSE,LD,7344   Greenhaven AVE #U19,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),832,$1.98,"$1,650","$1,650",,"2,657",1990.0,54,34.120586,-117.5745235,
,04/09/2020,Leased,23.0,818001521PF,469,LSE,LD,2410  N Towne AVE #25,POMONA,2,2.00 (2 0 0 0),1022,$1.66,"$1,700","$1,700",,"202,945",1987.0,0,34.0873229,-117.7372635,
,04/09/2020,Leased,25.0,818003775PF,1627,LSE,LD,8990   19th ST #310,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),925,$1.41,"$1,300","$1,500",,"1,000",1981.0,5,34.1327389,-117.6088091,
,04/05/2018,Leased,18.0,AR18016329MR,1627,LSE,LD,7319   Belpine PL #13,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1224,$1.47,"$1,800","$1,800",,"1,300",1989.0,23,34.1209619,-117.560997,
,02/20/2018,Leased,13.0,AR18025587MR,1627,LSE,LD,8873   Bayberry DR ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1232,$1.62,"$2,000","$2,100",,"2,000",1989.0,14,34.099671,-117.6118101,
,03/07/2018,Leased,32.0,AR18033483MR,487,LSE,LD,825   Lancaster DR ,CLAREMONT,2,3.00 (2 0 1 0),1180,$1.61,"$1,900","$1,900",$0.00,"1,256",1984.0,5,34.1182368,-117.6994061,
,03/08/2018,Leased,20.0,AR18040930MR,1543,LSE,LD,924  N Turner AVE #21,ONTARIO,3,3.00 (2 0 1 0),1554,$1.42,"$2,200","$2,200",,"1,983",1991.0,15,,,
,06/01/2018,Leased,25.0,AR18045031MR,1543,LSE,LD,1307  N Elderberry AVE ,ONTARIO,3,3.00 (2 0 1 0),1243,$1.53,"$1,900","$1,900",,"1,243",1978.0,91,34.0817128,-117.6741342,
,03/30/2018,Leased,15.0,AR18054023MR,469,LSE,LD,786   Banyan WAY ,POMONA,3,3.00 (2 0 1 0),1850,$1.35,"$2,500","$2,350",,,2018.0,12,,,
,04/10/2018,Leased,23.0,AR18061146MR,1795,LSE,LD,741   Sawyer PL ,UPLAND,3,4.00 (2 1 1 0),1832,$1.30,"$2,390","$2,390",,"2,000",2017.0,21,34.1024763,-117.6886031,
,04/13/2018,Leased,29.0,AR18072199MR,1627,LSE,LD,8544   San Gorgonio PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1231,$1.46,"$1,800","$1,800",,"2,000",1987.0,10,34.0986477,-117.6187504,
,03/26/2019,Leased,15.0,AR18113744MR,469,LSE,LD,831   Sunburst WAY #13,POMONA,3,4.00 (3 0 1 0),1850,$1.46,"$2,700","$2,700",,"28,108",2016.0,18,,,
,06/28/2018,Leased,30.0,AR18129400MR,1543,LSE,LD,2063  E Yale ST ,ONTARIO,3,3.00 (2 0 1 0),1281,$1.48,"$1,900","$1,900",,"1,281",1982.0,18,34.0803632,-117.6077376,
,06/30/2018,Leased,38.0,AR18136915MR,487,LSE,LD,787   Danville DR ,CLAREMONT,2,2.00 (2 0 0 0),1177,$1.66,"$1,950","$1,950",,"1,237",1985.0,20,34.1189073,-117.7002663,
,08/22/2018,Leased,21.0,AR18138263MR,1627,LSE,LD,11450   Church ST #122,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1549,$1.52,"$2,350","$2,350",,"1,549",2004.0,51,34.1099471,-117.5562877,
,08/04/2018,Leased,14.0,AR18138659MR,1627,LSE,LD,11450   Church ST #153,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1304,$1.57,"$2,050","$2,050",,"1,304",2004.0,27,34.1099471,-117.5562877,
,07/08/2018,Leased,15.0,AR18141150MR,1455,LSE,LD,9412   Shadowood DR #C,MONTCLAIR,2,2.00 (1 0 1 0),1152,$1.61,"$1,850","$1,850",,"1,369",1980.0,3,34.0830113,-117.7004601,
,07/02/2018,Leased,23.0,AR18143157MR,469,LSE,LD,2865   Cedar LN ,POMONA,3,4.00 (3 0 1 0),1750,$1.49,"$2,600","$2,600",,,2018.0,16,,,
,07/10/2018,Leased,22.0,AR18143681MR,469,LSE,LD,2863   Apple CT ,POMONA,3,3.00 (3 0 0 0),1850,$1.41,"$2,600","$2,600",,"31,021",2018.0,19,,,
,07/17/2018,Leased,8.0,AR18153516MR,1627,LSE,LD,11241   Terra VIS ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),829,$1.92,"$1,595","$1,595",,"3,572",1994.0,9,34.122837950000005,-117.57428940943151,
,07/14/2018,Leased,18.0,AR18158267MR,1627,LSE,LD,8692   9th ST #56,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1560,$1.38,"$2,150","$2,150",,,2007.0,11,34.0958234,-117.6155644,
,08/09/2018,Leased,27.0,AR18158862MR,469,LSE,LD,176   Whitney AVE #4,POMONA,2,1.00 (1 0 0 0),933,$1.55,"$1,450","$1,450",,"95,949",1980.0,40,34.1024358,-117.7505728,
,09/14/2018,Leased,28.0,AR18162396MR,1627,LSE,LD,8167   Vineyard AVE #54,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1086,$1.66,"$1,800","$1,750",,"1,086",1987.0,70,34.104955,-117.6109537,
,08/14/2018,Leased,11.0,AR18184661MR,1543,LSE,LD,210  N Begonia AVE #D,ONTARIO,2,2.00 (1 0 0 1),1116,$1.33,"$1,480","$1,480",$0.00,"8,040",1964.0,13,34.0655801,-117.6712334,
,08/21/2018,Leased,18.0,AR18186148MR,469,LSE,LD,726   Banyan WAY ,POMONA,3,3.00 (2 0 1 0),1535,$1.56,"$2,400","$2,400",,,2018.0,19,,,
,09/10/2018,Leased,18.0,AR18193620MR,469,LSE,LD,720   Banyan WAY ,POMONA,3,3.00 (2 0 1 0),1530,$1.57,"$2,400","$2,400",,,2018.0,30,,,
,08/16/2018,Leased,23.0,AR18193788MR,469,LSE,LD,719   Banyan WAY ,POMONA,3,3.00 (3 0 0 0),1750,$1.43,"$2,500","$2,500",,,2018.0,6,33.99159135,-118.47748000168967,
,10/12/2018,Leased,23.0,AR18211081MR,1627,LSE,LD,9468   Jack Rabbit DR #112,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1338,$1.64,"$2,200","$2,200",,"47,916,000",2006.0,38,34.1075263,-117.5987697,
,10/29/2018,Leased,18.0,AR18211758MR,1543,LSE,LD,758   Corvette DR #B,ONTARIO,2,2.00 (1 0 1 0),925,$1.78,"$1,650","$1,650",$0.00,"9,756",1990.0,41,34.07162,-117.5834785,
,11/03/2018,Leased,8.0,AR18215005MR,1627,LSE,LD,10151   Arrow Rte #112  #112,RANCHO CUCAMONGA,2,1.00 (1 0 0 0),880,$1.88,"$1,650","$1,650",,880,1986.0,58,34.0991961,-117.5831635,
,09/29/2018,Leased,18.0,AR18218915MR,469,LSE,LD,710   Banyan WAY ,POMONA,3,3.00 (2 0 1 0),1500,$1.53,"$2,300","$2,300",,"2,500",2018.0,20,,,
,09/13/2018,Leased,19.0,AR18219474MR,469,LSE,LD,706   Banyan WAY ,POMONA,3,3.00 (2 0 1 0),1500,$1.53,"$2,300","$2,300",,,2018.0,3,34.07100805,-118.41515489412436,
,10/19/2018,Leased,9.0,AR18241415MR,469,LSE,LD,1157  E Pasadena ST ,POMONA,2,1.00 (1 0 0 0),600,$1.54,$925,$925,$0.00,"10,931",1954.0,12,34.0640876,-117.7273447,
,10/23/2018,Leased,6.0,AR18246113MR,1627,LSE,LD,7375   STONEBROOK PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1248,$1.76,"$2,200","$2,200",,"1,640",1994.0,14,34.1202906,-117.5514329,
,11/24/2018,Leased,10.0,AR18255205MR,1543,LSE,LD,956   Cone Flower LN ,ONTARIO,2,2.00 (2 0 0 0),1242,$1.37,"$1,700","$1,700",,"1,242",1980.0,35,34.0647801,-117.6672805,
,01/14/2019,Leased,17.0,AR18257412MR,1455,LSE,LD,9311   Shadowood DR #F,MONTCLAIR,2,2.00 (1 0 1 0),1065,$1.64,"$1,750","$1,750",,"1,062",1980.0,79,34.08448,-117.699896,
,11/16/2018,Leased,1.0,AR18270655MR,469,LSE,LD,1274  W Gordon AVE #1/2,POMONA,2,1.00 (1 0 0 0),790,$1.65,"$1,300","$1,300",$0.00,"6,267",1962.0,6,,,
,02/02/2019,Leased,23.0,AR18285776MR,478,LSE,LD,861   Orchid WAY #A,AZUSA,3,4.00 (2 0 2 0),1730,$1.62,"$2,800","$2,800",,0,2018.0,48,34.137662,-117.8919542,
,02/12/2019,Leased,20.0,AR18286229MR,469,LSE,LD,711   Bella WAY ,POMONA,3,4.00 (4 0 0 0),1850,$1.30,"$2,400","$2,400",,,2018.0,36,34.0324683,-117.7473586,
,01/11/2019,Leased,20.0,AR18298033MR,1627,LSE,LD,7301   Belpine PL #6,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1354,$1.66,"$2,250","$2,250",,"1,400",1989.0,10,34.121038,-117.560997,
,03/08/2019,Leased,15.0,AR19006086MR,1543,LSE,LD,1006  N Turner AVE #268,ONTARIO,3,3.00 (2 0 1 0),1435,$1.46,"$2,100","$2,100",,"1,435",1997.0,52,,,
,01/31/2019,Leased,7.0,AR19011476MR,469,LSE,LD,154   whitney  #3,POMONA,2,2.00 (1 0 1 0),908,$1.71,"$1,550","$1,550",,"2,000",1980.0,14,34.1024209,-117.7502575,
,02/21/2019,Leased,35.0,AR19024715MR,487,LSE,LD,605  W 1st ST ,CLAREMONT,3,3.00 (2 0 1 0),1450,$2.03,"$2,950","$2,950",$310.00,"49,352",2006.0,14,34.0945822,-117.7189063,
,03/26/2019,Leased,16.0,AR19026562MR,1795,LSE,LD,741   Sawyer PL ,UPLAND,3,4.00 (2 1 1 0),1832,$1.28,"$2,350","$2,350",,"2,000",2017.0,49,34.1024763,-117.6886031,
,02/26/2019,Leased,19.0,AR19027505MR,469,LSE,LD,2753   Fina ST ,POMONA,4,4.00 (4 0 0 0),2100,$1.29,"$2,700","$2,650",,"23,955",2017.0,12,,,
,04/05/2019,Leased,18.0,AR19041083MR,469,LSE,LD,720   Banyan WAY ,POMONA,3,3.00 (2 0 1 0),1530,$1.50,"$2,300","$2,300",,,2018.0,42,,,
,03/30/2019,Leased,17.0,AR19063659MR,1543,LSE,LD,1945  E Olive ST ,ONTARIO,3,2.00 (2 0 0 0),1227,$1.55,"$1,900","$1,900",,"1,227",1984.0,8,34.0904704,-117.6087715,
,05/15/2019,Leased,27.0,AR19089287MR,1627,LSE,LD,10578   Wells DR ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1530,$1.63,"$2,500","$2,450",,"1,000",2019.0,26,,,
,01/17/2018,Leased,15.0,CV17239214MR,1543,LSE,LD,1022  N Euclid AVE #C,ONTARIO,1,1.00 (1 0 0 0),1200,$1.00,"$1,195","$1,200",$0.00,,1924.0,91,34.0765705,-117.651367,
,03/23/2018,Leased,12.0,CV17243841MR,469,LSE,LD,844   Seville LN ,POMONA,2,3.00 (3 0 0 0),1070,$2.13,"$2,275","$1,950",,0,2017.0,137,,,
,01/22/2018,Leased,15.0,CV17243920MR,469,LSE,LD,2754   Crimson  ,POMONA,2,3.00 (2 0 1 0),1070,$1.82,"$1,950","$1,950",,0,2017.0,85,,,
,01/09/2018,Leased,17.0,CV17243953MR,469,LSE,LD,2783   Fina ST ,POMONA,3,4.00 (4 0 0 0),1940,$1.29,"$2,495","$2,495",,,2017.0,76,,,
,02/21/2018,Leased,12.0,CV17243997MR,469,LSE,LD,2791   Crimson WAY ,POMONA,2,3.00 (2 0 1 0),1070,$2.13,"$2,275","$1,950",,,2017.0,119,,,
,01/21/2018,Leased,7.0,CV17251874MR,1627,LSE,LD,8990   19th ST #448,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),925,$1.57,"$1,450","$1,450",$0.00,"1,000",1981.0,72,34.1327389,-117.6088091,
